tweet_id,retweet_count,favorite_count
730196704625098752,1694,4396
729854734790754305,1003,3685
729838605770891264,338,1589
729823566028484608,1116,3616
729463711119904772,2076,5279
729113531270991872,287,1727
728986383096946689,731,2867
728760639972315136,1532,4248
728751179681943552,613,2513
728653952833728512,941,3034
728409960103686147,1815,4473
728387165835677696,874,3392
728046963732717569,1074,3898
728035342121635841,1497,4128
728015554473250816,986,3760
727685679342333952,569,2702
727644517743104000,1582,5342
727524757080539137,1075,4077
727314416056803329,668,3045
727286334147182592,740,2803
727175381690781696,1234,3571
727155742655025152,1193,3299
726935089318363137,2190,6256
726887082820554753,1358,3514
726828223124897792,909,3279
726224900189511680,1038,4044
725842289046749185,2399,6483
725786712245440512,1232,3809
725729321944506368,1598,4755
725458796924002305,553,1296
724983749226668032,1158,3415
724771698126512129,564,2135
724405726123311104,1501,4830
724049859469295616,1608,3941
724046343203856385,511,2444
724004602748780546,1386,3812
723912936180330496,1120,3558
723688335806480385,2628,6985
723673163800948736,812,2769
723179728551723008,1679,4826
722974582966214656,1424,3734
722613351520608256,1486,4557
721503162398597120,1633,4189
721001180231503872,549,2324
720785406564900865,694,2834
720775346191278080,561,2239
720415127506415616,1347,3759
720389942216527872,2247,5827
720340705894408192,870,2603
720059472081784833,1012,3530
720043174954147842,1807,4534
719991154352222208,1583,4449
719704490224398336,1288,4141
719551379208073216,1703,4614
719367763014393856,685,2583
719339463458033665,1112,4064
719332531645071360,846,3160
718971898235854848,976,3182
718939241951195136,1572,4761
718631497683582976,7172,17194
718613305783398402,425,2232
718540630683709445,917,2233
718460005985447936,473,2485
718454725339934721,1367,4479
718246886998687744,445,1744
718234618122661888,910,3531
717841801130979328,540,2258
717790033953034240,979,2616
717537687239008257,1651,5267
717428917016076293,403,1465
717421804990701568,752,2862
717047459982213120,1729,5752
717009362452090881,865,2958
716802964044845056,1044,3929
716791146589110272,1451,7685
716730379797970944,394,1129
716447146686459905,5267,11887
716439118184652801,189,2178
716285507865542656,959,2529
716080869887381504,1698,6200
715928423106027520,788,2909
715758151270801409,1279,3386
715733265223708672,1516,4240
715704790270025728,509,2542
715696743237730304,1157,3584
715680795826982913,1435,3932
715360349751484417,1404,4999
715342466308784130,619,2775
715220193576927233,581,2195
715200624753819648,1674,4714
715009755312439296,1097,3793
714982300363173890,926,3405
714962719905021952,3817,6689
714957620017307648,1273,3780
714631576617938945,891,2993
714606013974974464,822,3318
714485234495041536,1004,2433
714258258790387713,666,2794
714251586676113411,756,3001
714214115368108032,796,2098
714141408463036416,1271,3977
713919462244790272,717,3022
713909862279876608,480,1738
713900603437621249,652,2595
713761197720473600,1228,4426
713411074226274305,1176,4063
713177543487135744,2580,6596
713175907180089344,1324,4058
712809025985978368,6039,17413
712717840512598017,4485,11239
712668654853337088,1096,3797
712438159032893441,1405,4864
712309440758808576,24,221
712097430750289920,925,3437
712092745624633345,805,2686
712085617388212225,433,2991
712065007010385924,564,2059
711998809858043904,120,0
711968124745228288,2077,7355
711743778164514816,904,2593
711732680602345472,3667,8029
711694788429553666,16511,30029
711652651650457602,817,3515
711363825979756544,1012,3294
711306686208872448,673,3038
711008018775851008,555,2721
710997087345876993,1254,4183
710844581445812225,607,2338
710833117892898816,474,2446
710658690886586372,511,2123
710609963652087808,2146,4405
710588934686908417,1686,4151
710296729921429505,664,2179
710283270106132480,475,1977
710272297844797440,1134,4115
710269109699739648,1007,2183
710153181850935296,805,2670
710140971284037632,798,2503
710117014656950272,1776,4994
709918798883774466,987,3204
709901256215666688,92,601
709852847387627521,1080,3204
709566166965075968,1065,3232
709556954897764353,972,3001
709519240576036864,218,1373
709449600415961088,516,2005
709409458133323776,614,2411
709225125749587968,519,2193
709207347839836162,5150,11345
709198395643068416,587,2254
709179584944730112,604,1837
709158332880297985,362,1860
709042156699303936,1469,4294
708853462201716736,591,1653
708845821941387268,798,2722
708834316713893888,448,1538
708810915978854401,6219,15103
708738143638450176,733,2519
708711088997666817,637,2317
708479650088034305,616,2327
708469915515297792,726,2830
708400866336894977,9002,14559
708356463048204288,1190,3278
708349470027751425,674,2172
708149363256774660,1404,3953
708130923141795840,779,3078
708119489313951744,891,2456
708109389455101952,497,1786
708026248782585858,1739,4044
707995814724026368,1005,2845
707983188426153984,2,45
707969809498152960,864,2470
707776935007539200,869,2991
707741517457260545,550,2273
707738799544082433,2188,3706
707693576495472641,914,3097
707629649552134146,781,2346
707610948723478529,5679,15485
707420581654872064,626,2051
707411934438625280,542,2103
707387676719185920,1138,3184
707377100785885184,971,2990
707315916783140866,574,2272
707297311098011648,707,2565
707059547140169728,617,2386
707038192327901184,712,2001
707021089608753152,1218,3699
707014260413456384,537,2098
706904523814649856,7085,13330
706901761596989440,519,1867
706681918348251136,886,3009
706644897839910912,978,2334
706593038911545345,576,1971
706538006853918722,1282,3167
706516534877929472,926,2860
706346369204748288,839,3143
706310011488698368,7082,19377
706291001778950144,431,1555
706265994973601792,844,2494
706169069255446529,1995,3562
706166467411222528,1439,4693
706153300320784384,341,1349
705975130514706432,656,2841
705970349788291072,790,2898
705898680587526145,492,2166
705786532653883392,464,1785
705591895322394625,1015,2875
705475953783398401,820,2720
705442520700944385,1451,4034
705428427625635840,1511,3474
705239209544720384,674,2740
705223444686888960,710,2358
705102439679201280,472,1949
705066031337840642,554,2000
704871453724954624,1009,3930
704859558691414016,474,2054
704847917308362754,1355,4666
704819833553219584,892,2420
704761120771465216,2610,6075
704499785726889984,892,2633
704491224099647488,70,686
704480331685040129,973,3126
704364645503647744,3211,7286
704347321748819968,311,1431
704134088924532736,409,1375
704113298707505153,518,1696
704054845121142784,838,2668
703774238772166656,403,1685
703769065844768768,1014,2976
703631701117943808,594,2348
703611486317502464,1371,3512
703425003149250560,1212,3466
703407252292673536,622,2241
703382836347330562,1023,3190
703356393781329922,343,1747
703268521220972544,492,1814
703079050210877440,2781,6767
703041949650034688,11233,24149
702932127499816960,646,2349
702899151802126337,409,1476
702684942141153280,962,2958
702671118226825216,504,1998
702598099714314240,3114,11230
702539513671897089,862,2620
702332542343577600,1378,2909
702321140488925184,946,3006
702276748847800320,692,2265
702217446468493312,1216,4353
701981390485725185,884,3134
701952816642965504,923,3510
701889187134500865,1248,3218
701805642395348998,1500,3097
701601587219795968,415,1914
701570477911896070,834,2551
701545186879471618,548,2438
701214700881756160,4602,11191
700890391244103680,507,2022
700864154249383937,554,2379
700847567345688576,448,2253
700796979434098688,854,2232
700747788515020802,8387,20838
700518061187723268,718,2371
700505138482569216,520,2078
700462010979500032,1620,3762
700167517596164096,650,2412
700151421916807169,603,2040
700143752053182464,2421,6859
700062718104104960,607,2427
700029284593901568,524,1895
700002074055016451,1196,3004
699801817392291840,844,2754
699788877217865730,467,2040
699779630832685056,1101,2479
699775878809702401,535,1788
699691744225525762,4126,9378
699446877801091073,2376,5457
699434518667751424,463,2007
699423671849451520,287,1241
699413908797464576,568,1908
699370870310113280,388,1733
699323444782047232,783,2874
699088579889332224,554,2062
699079609774645248,569,2239
699072405256409088,1073,2692
699060279947165696,1607,3406
699036661657767936,1086,2385
698989035503689728,870,3058
698953797952008193,819,2460
698907974262222848,550,2322
698710712454139905,613,2251
698703483621523456,333,1306
698635131305795584,309,1187
698549713696649216,556,2142
698355670425473025,394,1689
698342080612007937,867,2061
698262614669991936,1785,4362
698195409219559425,5418,15393
698178924120031232,672,2572
697995514407682048,303,1399
697990423684476929,1167,2996
697943111201378304,606,2178
697881462549430272,1049,2760
697630435728322560,494,1586
697616773278015490,916,2874
697596423848730625,1128,2749
697575480820686848,450,1869
697516214579523584,982,1858
697482927769255936,596,2222
697463031882764288,1260,3139
697270446429966336,1704,4328
697259378236399616,893,3016
697255105972801536,1050,2829
697242256848379904,614,2312
696900204696625153,932,2894
696894894812565505,614,2152
696886256886657024,1618,4412
696877980375769088,635,2248
696754882863349760,327,1361
696744641916489729,828,1879
696713835009417216,582,2164
696518437233913856,1557,3606
696490539101908992,126,1122
696488710901260288,925,2291
696405997980676096,1046,2907
696100768806522880,581,1764
695816827381944320,1047,2740
695794761660297217,701,2901
695767669421768709,663,1696
695629776980148225,1884,4162
695446424020918272,1641,4068
695409464418041856,3220,7916
695314793360662529,1290,3308
695095422348574720,544,2441
695074328191332352,984,2589
695064344191721472,527,1467
695051054296211456,715,2417
694925794720792577,814,2471
694905863685980160,829,2513
694669722378485760,12989,32770
694356675654983680,250,1378
694352839993344000,538,1870
694342028726001664,430,1449
694329668942569472,449,1808
694206574471057408,1841,3788
694183373896572928,839,2688
694001791655137281,921,3118
693993230313091072,357,1722
693942351086120961,327,1611
693647888581312512,516,2459
693644216740769793,115,1260
693642232151285760,376,2331
693629975228977152,719,2250
693622659251335168,335,1410
693590843962331137,1772,4625
693582294167244802,222,1512
693486665285931008,561,1620
693280720173801472,1116,3072
693267061318012928,730,2184
693262851218264065,449,2036
693231807727280129,666,2638
693155686491000832,2877,7215
693109034023534592,548,1553
693095443459342336,401,1688
692919143163629568,692,2485
692905862751522816,783,2226
692901601640583168,533,1602
692894228850999298,713,2066
692828166163931137,791,2639
692752401762250755,3284,6228
692568918515392513,1387,4005
692535307825213440,1226,2877
692530551048294401,366,1685
692423280028966913,195,1362
692417313023332352,3117,8587
692187005137076224,741,2318
692158366030913536,717,1958
692142790915014657,352,1498
692041934689402880,1127,3102
692017291282812928,866,2657
691820333922455552,1477,3609
691793053716221953,3802,7434
691756958957883396,880,2593
691675652215414786,458,1784
691483041324204033,499,2180
691459709405118465,1012,3703
691444869282295808,745,2417
691416866452082688,6855,17695
691321916024623104,595,2361
691096613310316544,792,2735
691090071332753408,305,1591
690989312272396288,2596,5403
690959652130045952,1108,3286
690938899477221376,1735,3747
690932576555528194,898,3010
690735892932222976,1141,3468
690728923253055490,463,1985
690690673629138944,742,2131
690649993829576704,245,1193
690607260360429569,14,279
690597161306841088,544,1771
690400367696297985,406,1732
690374419777196032,757,2953
690360449368465409,784,2431
690348396616552449,459,1361
690248561355657216,369,1532
690021994562220032,914,2567
690015576308211712,656,2276
690005060500217858,1530,3350
689999384604450816,327,1297
689993469801164801,402,1341
689977555533848577,406,1255
689905486972461056,615,2246
689877686181715968,1033,2777
689835978131935233,686,2002
689661964914655233,848,2977
689659372465688576,3449,9456
689623661272240129,574,2024
689599056876867584,4988,10668
689557536375177216,401,1890
689517482558820352,1287,3108
689289219123089408,842,2060
689283819090870273,994,2995
689280876073582592,637,1812
689275259254616065,222,1046
689255633275777024,966,2328
689154315265683456,892,2841
689143371370250240,454,1850
688916208532455424,768,2477
688908934925697024,705,1930
688898160958271489,706,1911
688894073864884227,617,2050
688828561667567616,320,1268
688804835492233216,167,882
688789766343622656,602,2037
688547210804498433,622,2384
688519176466644993,653,2135
688385280030670848,4053,8462
688211956440801280,746,2059
688179443353796608,525,1965
688116655151435777,695,2594
688064179421470721,320,1582
687841446767013888,2231,4983
687826841265172480,1002,2498
687818504314159109,856,2272
687807801670897665,653,2185
687732144991551489,591,1606
687704180304273409,762,2225
687664829264453632,468,1787
687494652870668288,524,1745
687480748861947905,219,1465
687476254459715584,478,1812
687460506001633280,490,1890
687399393394311168,549,1728
687317306314240000,8284,18504
687312378585812992,1718,3984
687127927494963200,2032,4943
687124485711986689,458,2005
687109925361856513,2219,5335
687102708889812993,867,2155
687096057537363968,549,2068
686947101016735744,2887,7936
686760001961103360,1250,3216
686749460672679938,1309,3183
686730991906516992,1083,3775
686683045143953408,727,2595
686618349602762752,1230,3391
686606069955735556,489,1734
686394059078897668,629,1574
686386521809772549,788,2984
686377065986265092,512,2030
686358356425093120,592,1979
686286779679375361,1515,3684
686050296934563840,662,2059
686035780142297088,102,1053
686034024800862208,1029,2822
686007916130873345,361,2261
686003207160610816,560,1664
685973236358713344,473,1919
685943807276412928,530,1489
685906723014619143,2577,6849
685681090388975616,110,1872
685667379192414208,507,2175
685663452032069632,1325,2948
685641971164143616,693,2677
685547936038666240,14005,30109
685532292383666176,1042,2789
685325112850124800,3557,8611
685321586178670592,576,2429
685315239903100929,940,3015
685307451701334016,393,1912
685268753634967552,1066,2816
685198997565345792,588,2122
685169283572338688,1268,3749
684969860808454144,326,2206
684959798585110529,2796,6251
684940049151070208,937,2947
684926975086034944,417,3192
684914660081053696,1310,3201
684902183876321280,462,1701
684880619965411328,722,1914
684830982659280897,19525,32106
684800227459624960,899,2502
684594889858887680,3154,8123
684588130326986752,1270,3786
684567543613382656,1093,2738
684538444857667585,848,2419
684481074559381504,1067,3538
684460069371654144,499,1805
684241637099323392,2922,7428
684225744407494656,183,1132
684222868335505415,1229,3493
684200372118904832,940,1962
684195085588783105,452,1746
684188786104872960,1040,3193
684177701129875456,590,1853
684147889187209216,1356,2714
684122891630342144,425,1848
684097758874210310,1289,3752
683857920510050305,1010,3480
683852578183077888,314,1778
683849932751646720,847,2389
683834909291606017,1014,2390
683828599284170753,965,2562
683773439333797890,1213,3050
683742671509258241,2984,5926
683515932363329536,2595,6747
683498322573824003,872,2906
683481228088049664,900,2427
683462770029932544,618,2219
683449695444799489,1450,3551
683391852557561860,2165,6991
683357973142474752,819,2647
683142553609318400,931,2633
683111407806746624,813,3113
683098815881154561,587,1985
683078886620553216,516,1839
683030066213818368,665,1980
682962037429899265,14759,33479
682808988178739200,153,1620
682788441537560576,1013,2265
682750546109968385,397,1387
682697186228989953,332,1201
682662431982772225,979,2788
682638830361513985,533,1891
682429480204398592,1037,3156
682406705142087680,1578,6904
682393905736888321,592,2052
682389078323662849,422,1527
682303737705140231,879,2804
682259524040966145,1071,3766
682242692827447297,1031,2943
682088079302213632,8806,16628
682059653698686977,1520,4507
682047327939461121,842,2927
682032003584274432,1779,6000
682003177596559360,1357,2828
681981167097122816,912,2574
681891461017812993,743,2258
681694085539872773,3664,11728
681679526984871937,398,1623
681654059175129088,815,2400
681610798867845120,415,1716
681579835668455424,1170,3224
681523177663676416,5162,13051
681340665377193984,245,1508
681339448655802368,3676,8496
681320187870711809,668,2385
681302363064414209,1613,3566
681297372102656000,847,2937
681281657291280384,989,2942
681261549936340994,235,1320
681242418453299201,467,1350
681231109724700672,433,2215
681193455364796417,1320,3380
680970795137544192,578,2193
680959110691590145,1805,4183
680940246314430465,931,2902
680934982542561280,392,1898
680913438424612864,562,2193
680889648562991104,322,1592
680836378243002368,1175,3153
680805554198020098,604,1948
680801747103793152,739,2173
680798457301471234,934,2581
680609293079592961,621,2392
680583894916304897,1181,3276
680497766108381184,1720,3844
680494726643068929,434,1561
680473011644985345,662,2329
680440374763077632,435,1312
680221482581123072,259,1345
680206703334408192,1030,2563
680191257256136705,438,1962
680176173301628928,1383,3522
680161097740095489,665,2120
680145970311643136,1543,3287
680130881361686529,850,2094
680115823365742593,818,2474
680100725817409536,1235,3272
680085611152338944,8076,11647
680070545539371008,770,2366
679877062409191424,572,1769
679872969355714560,592,1993
679862121895714818,551,2226
679854723806179328,1092,2591
679844490799091713,681,2165
679828447187857408,12464,32847
679777920601223168,987,2837
679736210798047232,712,1898
679729593985699840,739,1977
679722016581222400,423,1527
679530280114372609,1863,4334
679527802031484928,645,2398
679511351870550016,1132,3044
679503373272485890,1322,2887
679475951516934144,572,1904
679462823135686656,16857,29145
679405845277462528,1063,2141
679158373988876288,7178,19240
679148763231985668,915,2530
679132435750195208,1029,2679
679111216690831360,2293,5388
679062614270468097,7144,15366
679047485189439488,584,2047
679001094530465792,1085,2572
678991772295516161,1009,2048
678969228704284672,407,1493
678800283649069056,811,2336
678798276842360832,1019,3136
678774928607469569,812,2552
678767140346941444,1215,3195
678764513869611008,412,1470
678755239630127104,2905,6433
678740035362037760,1476,3363
678708137298427904,2171,5085
678675843183484930,1305,2581
678643457146150913,359,1865
678446151570427904,1361,3626
678424312106393600,2252,4953
678410210315247616,1598,3790
678399652199309312,28356,72702
678396796259975168,372,1441
678389028614488064,379,1698
678380236862578688,816,2213
678341075375947776,470,1561
678334497360859136,222,1175
678278586130948096,5456,10331
678255464182861824,327,1439
678023323247357953,339,1733
678021115718029313,5568,12248
677961670166224897,1513,3110
677918531514703872,361,1205
677895101218201600,1825,4353
677716515794329600,866,2765
677700003327029250,1279,3086
677698403548192770,285,1105
677687604918272002,747,2234
677673981332312066,1334,3009
677662372920729601,836,1759
677644091929329666,724,1694
677573743309385728,593,1921
677565715327688705,408,1181
677557565589463040,1007,2197
677547928504967168,3274,6254
677530072887205888,201,959
677335745548390400,1540,2735
677334615166730240,248,1213
677331501395156992,205,981
677328882937298944,1331,3307
677314812125323265,466,1485
677301033169788928,353,1104
677269281705472000,631,1781
677228873407442944,1448,3187
677187300187611136,802,2466
676975532580409345,943,2506
676957860086095872,718,2008
676949632774234114,348,1173
676948236477857792,767,1941
676946864479084545,325,1565
676942428000112642,664,1862
676936541936185344,4398,11516
676916996760600576,1605,2673
676897532954456065,646,2032
676864501615042560,620,1875
676821958043033607,13668,20515
676819651066732545,597,1645
676811746707918848,377,1298
676776431406465024,1789,4486
676617503762681856,851,2602
676613908052996102,173,978
676606785097199616,385,1710
676603393314578432,337,1031
676593408224403456,1873,4096
676590572941893632,109,831
676588346097852417,693,2060
676582956622721024,251,1065
676575501977128964,981,2313
676533798876651520,486,1689
676496375194980353,466,1363
676470639084101634,4145,10478
676440007570247681,583,1551
676430933382295552,302,1253
676263575653122048,482,1878
676237365392908289,248,1080
676219687039057920,27530,70204
676215927814406144,516,1556
676191832485810177,914,2040
676146341966438401,582,1739
676121918416756736,1019,1947
676101918813499392,1043,2564
676098748976615425,1238,2650
676089483918516224,387,1172
675898130735476737,502,1434
675891555769696257,759,1907
675888385639251968,833,2105
675878199931371520,1232,3759
675870721063669760,495,1459
675853064436391936,1127,2406
675849018447167488,123,858
675845657354215424,771,2027
675822767435051008,474,1377
675820929667219457,205,949
675798442703122432,3028,9257
675781562965868544,415,1444
675740360753160193,294,1050
675710890956750848,714,1675
675707330206547968,594,1778
675706639471788032,84,578
675534494439489536,359,1649
675531475945709568,328,1059
675522403582218240,249,932
675517828909424640,405,1136
675501075957489664,5184,15415
675497103322386432,1125,2806
675489971617296384,526,1141
675483430902214656,847,1646
675432746517426176,499,1353
675372240448454658,450,1515
675362609739206656,192,937
675354435921575936,14798,29228
675349384339542016,1986,3496
675334060156301312,1123,2462
675166823650848770,1369,3148
675153376133427200,2242,5547
675149409102012420,1492,3329
675147105808306176,196,839
675146535592706048,252,1048
675145476954566656,777,1900
675135153782571009,408,1154
675113801096802304,683,1723
675111688094527488,212,863
675109292475830276,993,2495
675047298674663426,273,921
675015141583413248,1028,2397
675006312288268288,200,872
675003128568291329,404,1382
674999807681908736,950,1983
674805413498527744,314,753
674800520222154752,742,2675
674793399141146624,950,2210
674790488185167872,216,977
674788554665512960,181,716
674781762103414784,1035,1787
674774481756377088,404,978
674767892831932416,686,1614
674764817387900928,200,697
674754018082705410,380,1222
674752233200820224,396,1296
674743008475090944,461,1254
674742531037511680,44,428
674739953134403584,325,960
674737130913071104,80,576
674690135443775488,408,1020
674670581682434048,562,1439
674664755118911488,203,807
674646392044941312,427,1268
674644256330530816,239,919
674638615994089473,508,1502
674632714662858753,496,1330
674606911342424069,86,834
674468880899788800,1768,5518
674447403907457024,314,949
674436901579923456,342,981
674422304705744896,463,1278
674416750885273600,114,606
674410619106390016,397,1061
674394782723014656,487,1332
674372068062928900,279,759
674330906434379776,64,500
674318007229923329,447,1241
674307341513269249,5990,10054
674291837063053312,5107,13071
674271431610523648,640,1387
674269164442398721,201,821
674265582246694913,724,1454
674262580978937856,379,1168
674255168825880576,463,1292
674082852460433408,144,674
674075285688614912,245,877
674063288070742018,1899,5678
674053186244734976,1117,2921
674051556661161984,426,1282
674045139690631169,561,1261
674042553264685056,109,629
674038233588723717,365,970
674036086168010753,180,757
674024893172875264,1078,1575
674019345211760640,264,1005
674014384960745472,556,1375
674008982932058114,297,1072
673956914389192708,830,1734
673919437611909120,325,1052
673906403526995968,1423,2829
673887867907739649,218,831
673716320723169284,667,2760
673715861853720576,1797,3138
673711475735838725,262,931
673709992831262724,233,744
673708611235921920,252,943
673707060090052608,343,983
673705679337693185,357,1120
673700254269775872,496,1273
673697980713705472,1680,3478
673689733134946305,566,1521
673688752737402881,436,1119
673686845050527744,371,1268
673680198160809984,411,1221
673662677122719744,325,1118
673656262056419329,197,646
673636718965334016,306,988
673612854080196609,627,1415
673583129559498752,311,1054
673580926094458881,237,728
673576835670777856,484,1222
673363615379013632,266,923
673359818736984064,590,1281
673355879178194945,488,1329
673352124999274496,471,1486
673350198937153538,184,677
673345638550134785,1095,2209
673343217010679808,234,850
673342308415348736,490,1125
673320132811366400,6819,11867
673317986296586240,215,773
673295268553605120,2729,6665
673270968295534593,311,943
673240798075449344,610,1268
673213039743795200,723,1949
673148804208660480,546,1475
672997845381865473,628,1736
672995267319328768,250,835
672988786805112832,254,865
672984142909456390,468,1103
672980819271634944,882,1611
672975131468300288,772,1482
672970152493887488,300,830
672968025906282496,464,1171
672964561327235073,553,1253
672902681409806336,423,1220
672898206762672129,358,781
672884426393653248,721,1360
672877615439593473,296,900
672834301050937345,499,1148
672828477930868736,415,1107
672640509974827008,270,866
672622327801233409,418,1138
672614745925664768,509,1078
672609152938721280,334,961
672604026190569472,332,956
672594978741354496,525,1163
672591762242805761,282,827
672591271085670400,155,636
672538107540070400,314,890
672523490734551040,146,546
672488522314567680,371,984
672482722825261057,515,983
672481316919734272,110,633
672475084225949696,603,1281
672466075045466113,443,1183
672272411274932228,2910,5673
672267570918129665,532,1303
672264251789176834,284,1005
672256522047614977,1318,2490
672254177670729728,644,1267
672248013293752320,518,1518
672245253877968896,129,603
672239279297454080,275,800
672231046314901505,875,1610
672222792075620352,175,697
672205392827572224,997,1972
672169685991993344,318,905
672160042234327040,301,764
672139350159835138,589,1529
672125275208069120,982,2101
672095186491711488,327,871
672082170312290304,318,833
672068090318987265,438,1126
671896809300709376,3658,7544
671891728106971137,478,1167
671882082306625538,1196,3071
671879137494245376,570,1237
671874878652489728,476,1096
671866342182637568,411,987
671855973984772097,369,789
671789708968640512,2979,6264
671768281401958400,429,1043
671763349865160704,764,1485
671744970634719232,655,1193
671743150407421952,201,670
671735591348891648,648,1280
671729906628341761,3768,7438
671561002136281088,6278,11305
671550332464455680,183,808
671547767500775424,494,1199
671544874165002241,888,1719
671542985629241344,481,963
671538301157904385,333,835
671536543010570240,342,1032
671533943490011136,493,894
671528761649688577,215,732
671520732782923777,449,1210
671518598289059840,249,826
671511350426865664,602,1409
671504605491109889,3104,6191
671497587707535361,383,818
671488513339211776,411,878
671486386088865792,171,508
671485057807351808,195,672
671390180817915904,648,1274
671362598324076544,257,968
671357843010908160,133,351
671355857343524864,104,418
671347597085433856,368,827
671186162933985280,176,633
671182547775299584,281,972
671166507850801152,301,773
671163268581498880,962,1449
671159727754231808,67,314
671154572044468225,185,620
671151324042559489,127,583
671147085991960577,192,577
671141549288370177,569,1012
671138694582165504,340,813
671134062904504320,162,649
671122204919246848,2172,3050
671115716440031232,667,1202
671109016219725825,376,995
670995969505435648,240,961
670842764863651840,7529,21860
670840546554966016,165,519
670838202509447168,596,973
670833812859932673,109,376
670832455012716544,183,638
670826280409919488,3479,4817
670823764196741120,159,669
670822709593571328,82,542
670815497391357952,1305,2755
670811965569282048,229,978
670807719151067136,424,1045
670804601705242624,811,1721
670803562457407488,77,299
670797304698376195,202,653
670792680469889025,236,729
670789397210615808,210,579
670786190031921152,167,524
670783437142401025,329,716
670782429121134593,649,1338
670780561024270336,248,697
670778058496974848,62,297
670764103623966721,369,949
670755717859713024,87,391
670733412878163972,446,841
670727704916926465,312,731
670717338665226240,414,1047
670704688707301377,316,683
670691627984359425,207,511
670679630144274432,239,656
670676092097810432,35,213
670668383499735048,4280,9371
670474236058800128,628,1324
670468609693655041,77,313
670465786746662913,464,852
670452855871037440,174,487
670449342516494336,565,1066
670444955656130560,1730,6014
670442337873600512,174,576
670435821946826752,433,931
670434127938719744,559,1249
670433248821026816,100,294
670428280563085312,519,1218
670427002554466305,141,459
670421925039075328,547,1130
670420569653809152,265,536
670417414769758208,280,498
670411370698022913,763,1782
670408998013820928,186,483
670403879788544000,128,373
670385711116361728,171,486
670374371102445568,236,668
670361874861563904,55,288
670338931251150849,96,370
670319130621435904,1063,3445
670303360680108032,107,380
670290420111441920,249,620
670093938074779648,275,902
670086499208155136,217,615
670079681849372674,1052,1943
670073503555706880,676,1373
670069087419133954,205,543
670061506722140161,287,658
670055038660800512,278,589
670046952931721218,150,573
670040295598354432,96,652
670037189829525505,240,525
670003130994700288,77,293
669993076832759809,70,281
669972011175813120,132,392
669970042633789440,43,269
669942763794931712,131,441
669926384437997569,81,336
669923323644657664,50,201
669753178989142016,338,700
669749430875258880,55,224
669684865554620416,74,444
669683899023405056,93,336
669682095984410625,115,308
669680153564442624,241,577
669661792646373376,362,705
669625907762618368,1558,3087
669603084620980224,316,843
669597912108789760,131,446
669583744538451968,794,1309
669573570759163904,119,384
669571471778410496,874,1393
669567591774625800,45,199
669564461267722241,104,333
669393256313184256,62,310
669375718304980992,623,1166
669371483794317312,147,433
669367896104181761,129,402
669363888236994561,199,554
669359674819481600,103,327
669354382627049472,1081,2364
669353438988365824,224,562
669351434509529089,153,374
669328503091937280,363,900
669327207240699904,101,493
669324657376567296,181,437
669216679721873412,346,1047
669214165781868544,135,382
669203728096960512,404,879
669037058363662336,262,568
669015743032369152,321,647
669006782128353280,209,509
669000397445533696,5484,18536
668994913074286592,186,388
668992363537309700,292,653
668989615043424256,288,590
668988183816871936,389,792
668986018524233728,139,477
668981893510119424,257,476
668979806671884288,289,699
668975677807423489,495,1144
668967877119254528,18,127
668960084974809088,208,612
668955713004314625,63,237
668932921458302977,50,226
668902994700836864,87,276
668892474547511297,125,353
668872652652679168,264,474
668852170888998912,139,407
668826086256599040,112,380
668815180734689280,222,487
668779399630725120,322,625
668655139528511488,185,465
668645506898350081,455,767
668643542311546881,442,775
668641109086707712,463,942
668636665813057536,434,909
668633411083464705,1368,2444
668631377374486528,277,616
668627278264475648,96,279
668625577880875008,110,324
668623201287675904,648,1238
668620235289837568,35,181
668614819948453888,270,541
668587383441514497,914,1462
668567822092664832,46,203
668544745690562560,196,451
668542336805281792,178,400
668537837512433665,61,224
668528771708952576,188,400
668507509523615744,87,275
668496999348633600,114,354
668484198282485761,206,368
668480044826800133,126,391
668466899341221888,437,764
668297328638447616,254,553
668291999406125056,28,212
668286279830867968,115,433
668274247790391296,194,711
668268907921326080,205,478
668256321989451776,514,1141
668248472370458624,405,834
668237644992782336,2399,5398
668226093875376128,85,245
668221241640230912,168,448
668204964695683073,170,483
668190681446379520,170,571
668171859951755264,160,423
668154635664932864,271,431
668142349051129856,236,507
668113020489474048,206,575
667937095915278337,685,1102
667924896115245057,95,263
667915453470232577,46,184
667911425562669056,244,429
667902449697558528,330,751
667886921285246976,905,1638
667885044254572545,395,725
667878741721415682,100,345
667873844930215936,338,548
667866724293877760,893,2694
667861340749471744,69,220
667832474953625600,53,254
667806454573760512,412,923
667801013445750784,80,280
667793409583771648,285,602
667782464991965184,209,360
667773195014021121,44,203
667766675769573376,185,369
667728196545200128,125,323
667724302356258817,264,422
667550904950915073,28,0
667550882905632768,25,0
667549055577362432,1933,5064
667546741521195010,105,303
667544320556335104,452,754
667538891197542400,57,174
667534815156183040,441,712
667530908589760512,205,409
667524857454854144,960,1490
667517642048163840,164,330
667509364010450944,1853,5995
667502640335572993,192,481
667495797102141441,231,456
667491009379606528,187,455
667470559035432960,85,225
667455448082227200,53,170
667453023279554560,72,279
667443425659232256,482,680
667437278097252352,197,394
667435689202614272,76,265
667405339315146752,192,408
667393430834667520,50,167
667369227918143488,142,327
667211855547486208,209,424
667200525029539841,224,539
667192066997374976,86,327
667188689915760640,328,640
667182792070062081,5226,12423
667177989038297088,48,160
