tweet_id,retweet_count,favorite_count
773308824254029826,6896,21784
773247561583001600,2977,8803
773191612633579521,3773,9297
772877495989305348,3555,7981
772826264096874500,2188,7512
772615324260794368,3087,0
772581559778025472,1574,6044
772193107915964416,1274,5626
772152991789019136,1044,3559
772117678702071809,682,3519
772114945936949249,437,2558
772102971039580160,855,3737
771908950375665664,1739,6119
771770456517009408,3118,11179
771500966810099713,2403,7709
771380798096281600,4628,9827
771171053431250945,6819,0
771136648247640064,2691,8522
771102124360998913,1320,5803
771014301343748096,1530,6427
770787852854652928,1096,4578
770772759874076672,1313,4843
770655142660169732,1657,6851
770414278348247044,1913,5891
770293558247038976,1341,5794
770093767776997377,2788,0
770069151037685760,2111,7072
769940425801170949,8744,28986
769695466921623552,1546,5985
769335591808995329,7085,0
769212283578875904,1584,5040
768970937022709760,5941,13264
768909767477751808,2421,0
768855141948723200,816,3900
768609597686943744,1089,3817
768596291618299904,1182,4701
768554158521745409,5341,0
768473857036525572,3140,12658
768193404517830656,3240,10105
767884188863397888,1259,4423
767754930266464257,4921,14845
767500508068192258,2126,6965
767191397493538821,3440,11427
767122157629476866,2621,9472
766793450729734144,1242,4702
766714921925144576,343,2449
766693177336135680,723,3757
766423258543644672,1442,5584
766313316352462849,1719,6302
766078092750233600,2399,0
766069199026450432,767,3904
766008592277377025,455,3503
765719909049503744,1973,6745
765669560888528897,1126,4812
765395769549590528,3085,24857
765371061932261376,1983,6628
765222098633691136,3087,10816
764857477905154048,1634,6028
764259802650378240,1379,5576
763956972077010945,49,729
763837565564780549,3772,11649
763183847194451968,1342,5020
763167063695355904,2729,0
763103485927849985,2100,6858
762699858130116608,3276,11260
762471784394268675,5856,10431
762464539388485633,3790,9558
762316489655476224,1025,4466
762035686371364864,14168,29549
761976711479193600,1808,4997
761750502866649088,3557,0
761745352076779520,788,3988
761672994376806400,26488,45864
761599872357261312,1092,3847
761371037149827077,16511,0
761334018830917632,1329,4779
761292947749015552,993,4149
761227390836215808,1432,4951
761004547850530816,3191,10556
760893934457552897,877,3553
760656994973933572,1732,6111
760641137271070720,1179,4635
760539183865880579,3302,7024
760521673607086080,1272,3887
760290219849637889,10491,24846
760252756032651264,791,3676
760190180481531904,1631,5317
760153949710192640,29,0
759943073749200896,1915,5489
759846353224826880,1783,6232
759793422261743616,1752,5534
759557299618865152,1096,4367
759447681597108224,2255,7868
759446261539934208,452,1551
759197388317847553,1795,5660
759159934323924993,1063,0
759099523532779520,3784,13505
759047813560868866,1832,6014
758854675097526272,832,3297
758828659922702336,3526,10386
758740312047005698,1486,5328
758474966123810816,909,3527
758467244762497024,2017,4444
758405701903519748,1744,4828
758355060040593408,951,3114
758099635764359168,9066,17545
758041019896193024,337,2510
757741869644341248,3004,6370
757729163776290825,7144,0
757725642876129280,1100,4221
757611664640446465,1001,4257
757596066325864448,947,4034
757400162377592832,6265,14024
757393109802180609,1570,5406
757354760399941633,1292,4175
756998049151549440,1819,5818
756939218950160384,1825,6152
756651752796094464,1185,4668
756526248105566208,3277,9624
756303284449767430,996,3663
756288534030475264,16183,40825
756275833623502848,1394,5925
755955933503782912,2606,6777
755206590534418437,4870,15164
755110668769038337,10109,19519
754874841593970688,7178,0
754856583969079297,2296,6406
754747087846248448,473,2397
754482103782404096,1779,4896
754449512966619136,665,3470
754120377874386944,2149,7325
753655901052166144,1976,5412
753420520834629632,3213,7271
753398408988139520,1714,5317
753375668877008896,2113,7080
753298634498793472,5162,0
753294487569522689,950,3090
753039830821511168,19012,34285
753026973505581056,871,3623
752932432744185856,6249,11644
752917284578922496,1432,6439
752701944171524096,2595,0
752682090207055872,1444,5558
752660715232722944,1412,4042
752568224206688256,2071,5066
752519690950500352,3131,6790
752334515931054080,1003,3570
752309394570878976,14798,0
752173152931807232,1656,5500
751950017322246144,824,2827
751937170840121344,1186,4796
751830394383790080,1768,5398
751793661361422336,2592,5347
751598357617971201,2800,7342
751583847268179968,1000,4068
751538714308972544,1143,4677
751456908746354688,917,2986
751251247299190784,5352,11621
751205363882532864,1653,5850
751132876104687617,1173,4686
750868782890057730,1238,4421
750719632563142656,4550,12144
750506206503038976,1041,4101
750429297815552001,3890,12189
750383411068534784,1033,4226
750381685133418496,25,666
750147208377409536,872,2891
750132105863102464,1164,3340
750117059602808832,1200,4023
750101899009982464,769,2824
750086836815486976,487,2011
750071704093859840,3010,7188
750056684286914561,813,2934
750041628174217216,562,2947
750026558547456000,714,2506
750011400160841729,815,2989
749996283729883136,752,2812
749981277374128128,2257,4753
749774190421639168,1200,4313
749417653287129088,1503,5626
749403093750648834,489,2419
749395845976588288,3130,7903
749317047558017024,2030,5056
749075273010798592,1865,5317
749064354620928000,1398,4463
749036806121881602,727,2863
748977405889503236,3107,9937
748932637671223296,2045,5366
748705597323898880,869,2559
748699167502000129,1448,4373
748692773788876800,1220,3922
748575535303884801,1789,5591
748568946752774144,601,2031
748346686624440324,1116,4807
748337862848962560,3703,6999
748324050481647620,678,3419
748307329658011649,649,3419
748220828303695873,7054,13038
747963614829678593,1940,5329
747933425676525569,2331,6124
747885874273214464,872,2705
747844099428986880,669,2597
747816857231626240,1050,4473
747651430853525504,143,1266
747648653817413632,5283,11862
747600769478692864,519,2144
747594051852075008,940,3390
747512671126323200,1469,5072
747461612269887489,934,3556
747439450712596480,1739,5002
747242308580548608,2610,0
747219827526344708,1425,4846
747204161125646336,823,3101
747103485104099331,3599,8813
746906459439529985,267,2704
746872823977771008,1918,5526
746818907684614144,1584,4910
746790600704425984,1452,4491
746757706116112384,3531,8756
746726898085036033,1625,5585
746542875601690625,1731,4656
746521445350707200,893,0
746507379341139972,983,4316
746369468511756288,1475,5708
746131877086527488,1979,6331
746056683365994496,734,3297
745789745784041472,957,3634
745712589599014916,2108,6448
745433870967832576,2294,6489
745422732645535745,2185,7888
745314880350101504,2456,6560
745074613265149952,3159,7211
745057283344719872,2040,6703
744995568523612160,563,2713
744971049620602880,2420,7235
744709971296780288,1423,5174
744334592493166593,1918,6283
744234799360020481,69985,143504
744223424764059648,323,1521
743980027717509120,995,3857
743895849529389061,871,3377
743835915802583040,1849,0
743609206067040256,1255,4130
743595368194129920,5907,16797
743545585370791937,853,3255
743510151680958465,3393,7360
743253157753532416,1111,3901
743222593470234624,1720,5686
743210557239623680,1230,3536
742534281772302336,3259,6503
742528092657332225,1782,4072
742465774154047488,3570,6683
742423170473463808,3388,9009
742385895052087300,1762,6238
742161199639494656,1238,3977
742150209887731712,1389,4666
741793263812808706,1381,4190
741743634094141440,2476,7494
741438259667034112,739,3384
741303864243200000,2897,8054
741099773336379392,4977,9136
741067306818797568,2788,8793
740995100998766593,2444,5771
740711788199743490,854,3121
740699697422163968,702,2630
740676976021798912,6159,16688
740373189193256964,12044,32239
740365076218183684,383,2224
740359016048689152,792,3024
740214038584557568,1775,6125
739979191639244800,5341,18331
739932936087216128,976,3713
739844404073074688,783,3491
739623569819336705,1230,3475
739606147276148736,1484,4945
739544079319588864,19101,36143
739485634323156992,2620,6544
739238157791694849,52377,106167
738891149612572673,6,89
738885046782832640,1039,3481
738883359779196928,713,3011
738537504001953792,1381,4664
738402415918125056,735,2981
738184450748633089,1099,3946
738166403467907072,3012,8002
738156290900254721,578,2255
737826014890496000,1593,4789
737800304142471168,3151,9169
737678689543020544,1187,4599
737445876994609152,4025,9366
737322739594330112,726,3297
737310737551491075,6692,13402
736736130620620800,1531,3850
736392552031657984,6609,16189
736365877722001409,1103,3632
736225175608430592,2523,7428
736010884653420544,2685,7193
735991953473572864,1030,3275
735648611367784448,1002,3710
735635087207878657,2126,5615
735274964362878976,4507,11957
735256018284875776,800,3044
735137028879360001,872,2860
734912297295085568,471,2525
734787690684657664,5717,11465
734776360183431168,484,2307
734559631394082816,352,1365
733828123016450049,712,3274
733822306246479872,919,3363
733482008106668032,848,2859
733460102733135873,1131,3836
733109485275860992,15393,48949
732732193018155009,479,2212
732726085725589504,788,3270
732585889486888962,711,3330
732375214819057664,2267,7368
732005617171337216,4841,13576
731285275100512256,895,3189
731156023742988288,1138,3513
730924654643314689,1776,5588
730573383004487680,1902,4425
730427201120833536,936,3170
730211855403241472,953,3469
